label,text
health,The clinical applicability of targeting proteasomes is exemplified by the recent FDA approval of the FIRST PROTEASOME INHIBITOR BORTEZOMIB FOR THE TREATMENT of relapsed refractory MULTIPLE MYELOMA
health,Insulin LISPRO reduced nocturnal hypoglycemic episodes in TYPE 1 DIABETES MELLITUS when used to achieve tight glycemic control Keywords Blood glucose Diabetes mellitus insulin dependent Hypoglycemia Hypoglycemic agents Insulin 
health,3 Resistant SCABIES Overuse and misuse of certain scabicides notably LINDANE have decreased their efficacy 
health,TOPICAL CAPSAICIN treatment of CHRONIC POSTHERPETIC NEURALGIA
health,Combination therapy with paricalcitol and TRANDOLAPRIL has been found to reduce fibrosis in OBSTRUCTIVE UROPATHY
health,Comparison of ZEBRA ANTIBODY LEVELS with the degree of IMMUNODEFICIENCY CD4 cell counts CDC grouping and HIV p24 antigen positivity showed little association suggesting that induction of ZEBRA antibodies is an early event after HIV infection 
health,Kurth MC Adler CH St Hilaire M et al et al Tolcapone improves motor function and reduces LEVODOPA requirement in patients with PARKINSON S DISEASE experiencing motor fluctuations a multicenter double blind randomized placebo controlled trial 
InformationSystem,The key guiding principle behind the functional design of CCTNS V1 0 is to focus on the critical functionality that provides value to the police personnel at the cutting edge which in turn can improve the outcomes in the areas of Investigation of Crime and Detection of Criminals 
InformationSystem,Citizens can register their complaints with police and then based on the evidence facts and following investigation police shall take the complaint forward The Registration module acts as an interface between the police and citizens and it eases the approach interaction and information exchange between police and complainants
InformationSystem,The Search module of the CCTNS gives police personnel the ability to execute a basic or advanced search on cases 
InformationSystem,The Citizen Interface module of the CCTNS acts as a conduit for the information exchange between citizens and police units personnel Citizens can use it as a tool to get information or acknowledgements from police The police in turn can use it to respond to citizens with very little turnaround time It improves overall productivity by helping citizens and police to cut short the drudgery of large amounts of paperwork 
InformationSystem,The Navigation module of the CCTNS provides role based landing pages which help in navigating through the CCTNS application It shows information such as cases assigned alerts pending tasks etc hence helping police personnel to plan better and execute with greater efficiency 
InformationSystem,Web Store is a new system designed for users new to the online E commerce This will be a plug and play device with its own CPU and operating system The Web Store will be a quick and easy means to setup and operate an online Web Store 
InformationSystem,Account Management allows users to create edit and view accounts information It also allows the user to login out of the system 
InformationSystem,Search Engine is the tool that assists the user in finding a specific item in the database It can receive search criteria find search criteria and return the results of the search 
InformationSystem,Product Management allows sales personnel to manage the product line shown on the web site
InformationSystem,Shopping Cart is temporary storage for customers shopping on the web Items from the inventory can be reserved in a virtual cart until the customer decides to purchase them 
InformationSystem,Purchasing and Payment is used to approve and transfer payment from buyers when purchasing items in the cart 
InformationSystem,System Administrator is generally the owner that takes care of maintenance for the Web Store system The administrator will be in charge of assigning privileges of accounts Suggested more than one individual can have administrator privilege to ensure advisability Full documentation will be provided to the Administrator to assist with this process 
InformationSystem,Sales Personnel Is generally the owner of the Web Store tasked with updating inventory and product line descriptions Once added sales personnel can add delete and change descriptions pictures prices and when ready flag items for customers to buy 
InformationSystem,Customer A customer is an individual wishing to purchase inventory from GAMMA J s Web Store The Web store will have a variety of clientele depending upon the inventory loaded on the Key When creating a new account on Web Store it will default as a customer account Later if the account needs to be upgraded the administrator can accomplish this via the administrator interface 
InformationSystem,Web Store shall operate with the following internet browsers Microsoft Internet Explorer version 6 and 7 Netscape Communicator Version 4 and 5 
InformationSystem,Web Store shall operate on an Intel based system with Slackware Linux 2 6 and Apache Web Server The operating system is designed by the Yoggie Corporation Although maintenance documentation will be supplied and the operating system will be tested the developers of this Web Store are not responsible for the functionality of the operating system 
InformationSystem,The system shall use SQL based database to store inventory information 
InformationSystem,Must use a SQL based database SQL standard is the most widely used database format Restricting to SQL allows easy of use and compatibility for Web Store 
InformationSystem,Customers will be able to create accounts to store their profiles contact information purchase history and confirm orders This is a high priority system feature Security methods will ensure that customer accounts remain confidential and resistant to tampering 
InformationSystem,Customers will be able to create accounts to store their customer profiles configure contact information view their purchase history and confirm orders Customers will be able to register log in and log out of their accounts Furthermore Customer profiles will also include payment information such as the ability to store credit card information and address information 
InformationSystem,Inventory management will allow for the placement of products into multi tiered categories This is a medium priority system feature 
InformationSystem,Customers will be able to add and store products for purchase within the shopping cart This feature is a medium priority system feature 
InformationSystem,Customers will also be able to add products into the shopping cart The shopping cart will clearly display the number of items in the cart along with the total cost The customer will also be able to add to or remove products from the shopping cart prior to checkout and order confirmation 
InformationSystem,Order confirmation will allow the customer to review their order after checkout prior to confirmation This is a medium priority system feature 
InformationSystem,Customers will be able to confirm the order after checkout If the order is incorrect the customer will be able to revise and update their order The customer will then receive a confirmation email with the specific order details 
InformationSystem,The interface will be presented to the customer in a web browser The interface must remain consistent among various web browsers and be intuitive to the customer This is a medium priority system feature 
InformationSystem,Customers will be presented with an unambiguous interface to assist in browsing the categories and products Customers will be able to search for products matching their search criteria The interface will be compatible with all major web browsers such as Internet Explorer Mozilla Navigator Mozilla Firefox Opera and Safari 
InformationSystem,The system will feature an API to allow customers to build custom plug ins to be able to meet their needs This is a high priority system feature as it ensures the flexibility of the system to be tailored to specific needs 
InformationSystem,The system will implement an Application Interface to allow for various plug ins to interact with the system The plug in API will be well documented and specifications will be provided to plug in developers 
InformationSystem,The order database of WebOrder will communicate with the account system through a programmatic interface for the billing operations
InformationSystem,Through programmatic interface WebOrder will transmit information of items ordered by customers to the Inventory management system
InformationSystem,The WebOrder system shall send an e mail confirmation to the customer that the items they ordered will be delivered to the shipping address along with tracking number 
InformationSystem,The WebOrder system shall send an e mail to System Administrator regarding any technical queries from customers or sales people 
InformationSystem,The system shall be able to acquire shipping charges in less than 2 seconds 
InformationSystem,Customer first clicks on the button or link to initiate registration process 
InformationSystem,System prompts the customer to fill out his her first name last name billing address shipping address email address and their password 
InformationSystem,Customer clicks on the button or link to initiate the login process 2 System prompts the customer for his her email and password 
InformationSystem,System validates the customer s information 
InformationSystem,Customer clicks the button or link in order to edit the account details
InformationSystem,Customer clicks the button or link in order to initiate logout process 
InformationSystem,Customer clicks the button or link in order to add to the cart with specified quantity 
InformationSystem,System prompts the Administrator to fill out first name last name username email address password and privileges of the user 
InformationSystem,Sales Person clicks the button or link to initiate Add Product process 
InformationSystem,Each class of users has different needs of the system The general requirements of each user class are summarized below 
InformationSystem,The monitor temperature function receives the valid temperature and system parameters The function then goes through the process of determining temperature status After this process is done either temperature limit is exceeded or the temperature change is requested If the temperature change is requested then the determine heating cooling mode process is activated and makes a heating cooling request Some other processes that help the monitor temperature function are validate temperature change thermostat setting generate alarm and system initialization 
InformationSystem,The system should provide warnings to the supervisor about faulty temperatures 
InformationSystem,The displaying of the current status of the system to the supervisor should not contain excessive information which could confuse the supervisor 
InformationSystem,The system should provide information in the form of reports to the supervisor so that the system can be run efficiently
InformationSystem,The system shall read this file and the definitions shall be derived from the initialization data in the file 
InformationSystem,This procedure will load these definitions into the software 
InformationSystem,These identifiers shall be read from the initialization file and loaded into the system during the initialization process 
InformationSystem,This is the real time operations that must react to varying degrees of readiness to full scale wartime operations such as crisis planning with the use of heterogeneous data types and sources transfer capabilities data management services 
InformationSystem,XML Services shall be segmented COE sponsors shall adhere to compliance level requirements described
InformationSystem,In support of training activities the data management services shall provide for the same processing as would be encountered in a production environment However access to the database may be via a training application access to the DBMS rather than from the production mission application 
InformationSystem,A producer is an agent that contributes metadata for inclusion into an XML Registry for the purposes of ensuring maximum semantic understanding of a term as it appears in an XML document 
InformationSystem,A consumer examines a registry to select a tag structure for reuse in one or more applications that will exchange data according to a pre defined agreement 
InformationSystem,The purpose of the system is to provide the military services with a single command control data receipt data processing data export and dissemination system that is interoperable with the family of all present and future tactical unmanned aerial vehicles 
InformationSystem,the system will provide a common Human Computer Interface HCI for tactical airborne platforms to simplify user operations training and facilitate seamless integration into the Services joint C4I infrastructure across all levels of interaction 
InformationSystem,The software will provide the UAV operator the necessary tools for computer related communications mission tasking mission planning mission execution data receipt data processing limited data exploitation and data dissemination 
InformationSystem,The software will provide a high resolution computer generated graphical user interface that enables a UAV operator trained on one system to control different types of UAVs or UAV payloads with a minimum of additional training 
InformationSystem,The TCS will operate in an open architecture and be capable of being hosted on computers that are typically supported by the using Service 
InformationSystem,Software developed will be Defense Information Infrastructure Common Operating Environment DII COE compliant non proprietary and the architectural standard for all future tactical UAVs
InformationSystem,The product requires the use of a keyboard and a mouse to interface with the user It requires a graphical display of at least 800 600 resolution 
InformationSystem,The product uses the Qt graphical library It must run with all the operating systems that Qt supports 
InformationSystem,The users consist of anyone who wants to play a simple game who knows how to operate a computer with a beginning level player starting at age 8 up through an advanced level player who could be an adult 
InformationSystem,The system will be user friendly with maximum master table structure with all transaction screens to have drop down selection menus to minimize data entry errors 
InformationSystem,The structural design of the database will have sequential links with surrogate keys 
InformationSystem,The database storage will be highly efficient to manage and avoid empty unused spaced blocked properly defragmenter on a periodic basis This efficiency will have a maximum provision to expand this program beyond the pilot period if the program requirements remain same 
InformationSystem,the system will interface with the thumb print reader for verifying claims form used by the clients 
InformationSystem,the system including various code generations Bar coding and Graphical User Interface etc 
InformationSystem,The VMU operates a monitoring system including follow up with patients to monitor proper operation of the voucher scheme 
InformationSystem,The voucher management system VMS is designed to atomize the process of Voucher Management Unit VMU to minimize the manual process to maximize the quality of the project to understand the progress and timely out come of the project to take necessary steps by the MSIU Admin team to plan for the future and to increase the quality of the STD voucher service 
InformationSystem,The voucher management system is subdivided into following modules to make the system easy for understanding developing testing and to implement 
InformationSystem,The client and or the partner will choose the service provider and will get treatment 
InformationSystem,The quarantined forms will be sent back to the VSP for verification if the VSP returns the claim with satisfactory details the claims will be entered on to the system in the following month s batch 
InformationSystem,The sales team master is for the future development of this program if this program is extended to a country wide network this master will help understand and tack sales information 
InformationSystem,The program will take maximum care in this form and table as it become a vital transaction to be captured In this module you will see that every capture of data will be validated and checked on saving into the database 
InformationSystem,On completion of the service the patient will provide the voucher according to the visit type and patient type client or partner the voucher will be stuck to the claim form 
InformationSystem,The system should generate message with two option Continue Yes No while the user trying to create a new VSP with an existing name If the user press Yes the system will allow the user to enter the same if not the system wont allow the new entry to save 
InformationSystem,The VSP Master Information screen should have a provision to enter the payment terms agreed between MSIU and VSP The system will capture following master details to fill the payment terms 
InformationSystem,The above mentioned payment terms will help the MSIU to make the payment detail easy and also help the VSP to get their payment in timeThe system will control the payment process and terms 
InformationSystem,The system will generate message while creating a new staff with existing name but the system will allow the user to save that new staff if its required 
InformationSystem,The system should print a receipt document based on the information entered during claim submission 
InformationSystem,The system will have the provision to enter any number of Syndrome Clinical Examinations Diagnosis Lab Test Drugs and Other Measures in any treatment level based on MSIU treatment master 
InformationSystem,Personnel roles activities and responsibilities necessary to support all aspects of system should be clearly defined 
InformationSystem,Other Systems supporting the main system should enable investigators to produce both aggregated and individual reports about affected entities and events
InformationSystem,THe system must have the capability to capture data for any object involved in an investigation 
InformationSystem,Travel history provides specific information to indicate when where and how subjects involved in an event traveled to a location or to multiple locations and conveyance data describes the vehicle in which the travel occurred Examples of travel history include a person s local travel as a part of their daily activities as well as the shipment of animals or plants from one country to another 
InformationSystem,Demographic information should be collected about the investigator including their name address and contact information so that the investigator may be contacted to answer questions or to provide additional information 
InformationSystem,The scope of the Get Real website is to provide a high school teen friendly setof web pages that are easy to navigate and at the same time provides sufficient depth and information about careers in computer science 
InformationSystem,The goal of Get Real is to encourage more Oregon students to choose computer science and related majors eventually increasing the number of computer science graduates from Oregon universities 
InformationSystem,A listing with links to ACM IEEE and key sub groups such as SIGGRAPH to show students the national and international strength of CS organizations Pointers should lead to student sections of these organizations
InformationSystem,Web design conventions should be consistent with the standards and conventions used on the OUS site 
InformationSystem,The scope of this specification is to provide interoperability for trains and staff crossing national or other borders between systems and to provide manufacturing economies of scale wherever practical 
InformationSystem,It is also important for this specification to provide an appropriate standard for future replacement of national radio systems operating on both important internal routes and low to medium traffic rural areas It will be determined on a national basis whether different classes of service need to be defined for such routes 
InformationSystem,The EIRENE Functional Requirements Specification defines a set of requirements which a railway radio system should comply with in order to facilitate international interoperability between national railways and manufacturing economies of scale 
InformationSystem,The requirement shall be respected in every ETCS application The applicable requirements stated in ETCS SRS and lower level mandatory specifications shall be respected 
InformationSystem,The system gives resolution to memorizing passwords problem Its purpose is to keep all of the user s passwords data email accounts usernames and URLs stored in a very secure encrypted database protected by a Master Password 
InformationSystem,The system is very small so it can be easily transferred from one computer to another It provides several functionalities on the already encrypted data and the new ones to be inserted 
InformationSystem,The database produced is protected by a Master Password only known by its inventor with no backup if lost 
InformationSystem,Its purpose is to solve a problem that really bothers many people today when they have to choose from memorizing a lot of passwords to be secure or to use every time the same one so they won t forget it but risk be found out by others So it provides you a very secure encrypted database where you can keep inside all your passwords usernames email accounts URLs notes without any risk for others to find them 
InformationSystem,The system consists of a database which contains data for one or more users Each user s data are divided into groups and subgroups so that they are organized in a form that serves right the user Every user has a unique Master Key which can be simple or composite and its combination opens uniquely the database 
InformationSystem,The database can be opened and closed whenever user wants it 
InformationSystem,Also the user can search the database using key words through a search engine provided with the software Last but not least the database can be imported and or exported from to the Internet 
InformationSystem,Data are organized in groups and subgroups in the order that user wants and finds effective 
InformationSystem,The feature of searching can be applied in just one group and not in the whole database if wanted 
InformationSystem,A new entry can be added in any group or subgroup and it contains title username password URL and notes Not all fields are required for an entry An entry can be duplicated and deleted in the click of a button 
InformationSystem,At systems website there are available language translations that can be downloaded and applied easily 
InformationSystem,There are available generations based on character sets and based on patterns the first for generating random passwords and the second for creating passwords which require specific patterns There is also available generating passwords that follow rules which are
InformationSystem,determined further down on this document 
InformationSystem,users that are familiar with programming and can personalize their database by creating auto types using command line options and generally can use features and maybe expand their use by adding more functions 
InformationSystem,administrators working on computers that support a lot of accounts and personal data for other users Using KeePass the administrator can save all data with no risk of leak to third persons 
InformationSystem,for organizing data that have to do with lots of people and applications
InformationSystem,When choosing to open a database a user is transferred to his documents where he navigates to find the database he wants When the database is found the master password is wanted so that the database will be unlocked Once this is done the user is free to access his data 
InformationSystem,When a database is opened the user can access his passwords organize them into new groups and subgroups delete and add entries and so much more But when it is time for the database to close or during his working on the database he can save the changes made 
InformationSystem,New database is saved and opens with the same master password
InformationSystem,While working on the database the user has the option to print data from his database This can be done by selecting print When this happens a list of data types that can be printed are shown and the user can select the data to be printed 
InformationSystem,More specifically fields that can be selected for printing are Backup entries which contain entries in the back up group password groups group tree title username password URL notes creation time last access last modification expires icon UUID and attachment 
InformationSystem,The list of options opens with checked the fields password groups title user name password URL notes
InformationSystem,There is the ability to search in the database for usernames groups passwords URLs notes and titles This is very useful when the user needs to find out very quickly which password is required in one account or what username he has put on another account It is not necessary to write in the search field all characters By writing just one character the database will present all data which contains it or are related with it 
InformationSystem,There is the ability to organize data into groups and subgroups The user can create a new group or subgroups into an existing group When creating a group subgroup the user must select a name and then he can add entries into it 
InformationSystem,When a user wants to delete an existing group subgroup he can do this by selecting Delete group subgroup from the edit menu In order for that to happen he must have chosen first a group subgroup 
InformationSystem,The user selects a group subgroup and then he chooses find in this group from file menu Then a window appears which prompts the user to write a sequence of characters letters and numbers from one character to 200 or more After that a menu of options to choose from appears and the user can select to search for title user name password URL notes group name Search results appear in the main window 
InformationSystem,The user can add a new entry on the database by clicking add entry on the main menu When he does this a window opens which is actually a form In this form the user completes the fields he wants He can fill in fields like group where the entry will be added title user name password repeat password URL notes expiration date and attachment file Not all fields are required for an entry to be created In fact an entry can be added with no fields at all By selecting OK the entry is created in the group selected 
InformationSystem,The user can modify the context of an entry he already has added This can be done byselecting view edit entry In order for that to happen the user must select an entry first 
InformationSystem,the form user filled in when he created or last modified the entry open 
InformationSystem,the user can change the group title user name password URL notes expiration date and attachment file His changes are saved by clicking OK 
InformationSystem,The user can create an exact copy of an entry This can be done by selecting an entry and clicking duplicate entry When this is done the new entry is added in the same group were the first was 
InformationSystem,The software will be used to search multiple web sites for streaming videos and torrents and return these results to the user 
InformationSystem,Searching software will be a system that uses an active internet connection to search multiple websites for streaming videos or torrents 
InformationSystem,The system will be used to aid the user when trying to locate a specific video or genre of video 
InformationSystem,The system will help them reduce searching time through various different websites by searching all these websites with just one query 
InformationSystem,The system provides tools to help when navigating through search results which will save time and effort 
InformationSystem,The software aims to help the user by providing a simple interface and a more efficient way of finding the video they require It will also provide the user with various options and tools to help make their search more relevant to the content that they need 
InformationSystem,The system will contain databases of the different websites that will be used within the search These databases can be easily updated to provide a wider searching range 
InformationSystem,The results will be divided into the types that were
InformationSystem,specified using different tabs and then the results will be orderable by different categories such as name size site etc 
InformationSystem,The user will have the option to filter out videos containing certain content depending on age restrictions for example adult content 
InformationSystem,The user will give a search term that will search through a database of compatible torrent websites that are added by the development team The results of this search will be displayed as web links in a tab on the program s main window This is one of the main features of the software and therefore has a high priority for development 
InformationSystem,Query will retrieve the no of seed and peers size of the file date posted and a link to the webpage itself 
InformationSystem,If no results are found on a search it will display a message No results were found for this search 
InformationSystem,Results will be arranged in size date alphabetical order by clicking on the column headers 
health,"This 23-year-old white female presents with complaint of allergies. She used to have allergies when she lived in Seattle but she thinks they are worse here. In the past, she has tried Claritin, and Zyrtec."
health,Her throat was mildly erythematous without exudate. Nasal mucosa was erythematous and swollen. Only clear drainage was seen. TMs were clear.
health,Her only medication currently is Ortho Tri-Cyclen and the Allegra.
health,A 34-year-old male presents today self-referred at the recommendation of Emergency Room physicians and his nephrologist to pursue further allergy evaluation and treatment.
health,the medical records regarding his allergic reaction treatment at ABC Medical Center for further details and studies.
health,"the patient states he has some problems with tolerating grass allergies, environmental and inhalant allergies occasionally, but has never had anaphylactic or angioedema reactions. He is taking atenolol for blood pressure control. "
health,"The patient is healthy appearing; alert and oriented to person, place and time; responds appropriately; in no acute distress."
health,The oral mucosa appears healthy. Dental hygiene is maintained well. No oropharyngeal masses or lesions noted. No postnasal drip noted.
health,"RAST allergy testing for both food and environmental allergies was performed, and we will get the results back to the patient with further recommendations to follow."
health,"I would recommend the patient stopping any further use of cephalosporin antibiotics, which may be the cause of his allergic reaction, and I would consider this an allergy."
health,An EpiPen was also prescribed in the event of acute angioedema or allergic reaction or sensation of impending allergic reaction and he is aware he needs to proceed directly to the emergency room for further evaluation and treatment recommendations after administration of an EpiPen.
health,"This 5-year-old male presents to Children's Hospital Emergency Department by the mother with ""have asthma."""
health,"This is a well-developed male who is cooperative, alert, active with oxygen by facemask."
health,"Head is atraumatic and normocephalic. Pupils are equal, round, and reactive to light. Extraocular motions are intact and conjugate. Clear TMs, nose, and oropharynx."
health,"The differential entertained on this patient includes reactive airways disease, viral syndrome, and foreign body pneumonia."
health,"He is evaluated in the emergency department with continuous high-dose albuterol, Decadron by mouth, pulse oximetry, and close observation."
health,"he has continued tight wheezes with saturations 99%, but ED sats are 92% with coughing spells. Based on the above, the hospitalist was consulted and accepts this patient for admission to the hospital with the working diagnosis of respiratory distress and asthma."
health,"she is a pleasant 50-year-old female who states she started having severe sinusitis about two to three months ago with facial discomfort, nasal congestion, eye pain, and postnasal drip symptoms."
health,"She states she really has sinus problems, but this infection has been rather severe and she notes she has not had much improvement with antibiotics."
health,"She also has noted that she is having some problems with her balance and possible hearing loss or at least ear popping and fullness. Her audiogram today demonstrated mild high frequency sensorineural hearing loss, normal tympanometry, and normal speech discrimination."
health,"The patient used to smoke cigarettes for about 20 years, one-half pack a day. "
health,"The patient is healthy appearing; alert and oriented to person, place and time; responds appropriately; in no acute distress."
health,"Pupils are equal, round and reactive to light and accommodation bilaterally. Extraocular movements are intact bilaterally. No nystagmus."
health,"During Hallpike examination, the patient did not become dizzy until she would be placed back into sitting in the upright position."
health,"the patient did subjectively report dizziness, which was repeated twice. No evidence of any orthostatic hypotension was noted during the exam. "
health,No signs of middle ear effusion or ear canal inflammation. The patient appears congested. Turbinate hypertrophy is noted.
health,"There are no signs of any acute sinusitis. Septum is midline, slightly deviated to the left."
health,There is clear postnasal drip. Oral hygiene is good. No masses or lesions noted. Both vocal cords move well to midline.
health,"Probable increasing problems with allergic rhinitis and chronic sinusitis, both contributing to the patient's symptoms."
health,"The patient was given instruction on use of nasal saline irrigation to be used twice daily and Clarinex 5 mg daily was recommended. After the patients' ENG examination, we will see the patient back for further evaluation and treatment recommendations."
health,"I informed the patient if there are any acute changes or problems with regards to her balance or any other acute changes, which she attributes associated with her dizziness, she most likely should pursue an emergent visit to the emergency room."
health,RAST allergy testing was ordered for food allergy evaluation
health,"The patient will follow up after RAST allergy testing for further treatment recommendations. At this point, no changes in her medication were prescribed until her followup visit."
health,Likely this is secondary to urinary tract infection but we will repeat a UA to document clearing. She does have some frequent dysuria but is not having it currently.
health,We will notify the patient of results. If normal we will go back to yearly Pap smear. She is scheduled for screening mammogram and instructed on monthly self-breast exam techniques. Recommend she get 1200 mg of calcium and 400 U of vitamin D a day.
health,"he was sent to the hospital, he had a fever of 102. Subsequently, the patient was evaluated and based on the criteria, he was started on high dose of aspirin and IVIG."
health,"Cardiology for echo followup in 4 to 6 weeks and instructed not to give any vaccine in less than 11 months because of IVIG, all the live virus vaccine, and if he gets any rashes, any fevers, should go to primary care doctor as soon as possible."
health,The structures are within normal limits. Examination of the pelvic area indicates the victim had not given birth and was not pregnant at the time of death. Vaginal fluid samples are removed for analysis. 
health,"Injury appears to have resulted from a single blow administered to the posterior of the head, delivered at an approximate 90� angle to the occipital bone."
health,The skin is intact and shows no evidence of trauma except for medical intervention. The scalp hair is blond and measures up to 5 inches in length in the frontal area and up to 19 inches in length in the back and on top of the head. 
health,The neck is symmetrical and shows no masses or injuries. The trachea is in the midline. The shoulders are symmetrical and are free of scars.
health,The upper extremities are symmetrical and have no injuries. The fingernails are long and clean. There is a linear 1/2 inch scar on the anterior right forearm.
health,"The body was opened with the usual Y incision. The breast tissues, when incised, revealed bilateral implants, each containing 700ml of clear fluid."
health,The muscles of the chest and abdominal wall are normal in color and consistency. The lungs are neither hyperinflated nor atelectatic when the pleural cavities are opened. 
health,The heart and great vessels contain dark red liquid blood and little postmortem clots. The heart weighs 305 grams
health,"The epicardial surface has a normal amount of glistening, yellow adipose tissue. The coronary arteries are free of atherosclerosis."
health,The cut surfaces of the brown myocardium show no evidence of hemorrhage or necrosis.
health,"The kidneys are of similar size and shape and weigh 160 grams and 190 grams, right and left, respectively."
health,The adrenal glands have a normal configuration with the golden yellow cortices well demarcated from the underlying medullae and there is no evidence of hemorrhage.
health,"Dissection of the buttocks reveals diffuse subcutaneous scarring and fat necrosis of the adipose tissue bilaterally with three subcutaneous cystic structures containing light yellow, clear, thick liquid within the left buttock."
health,"I discussed these results with the patient, and he had been relating to me that he was having rest anginal symptoms, as well as nocturnal anginal symptoms, and especially given the severity of the mid left anterior descending lesion, with a markedly abnormal stress test,"
health,"Other medical history is inclusive for obstructive sleep apnea for which he is unable to tolerate positive pressure ventilation, GERD, arthritis"
health,"The patient and his wife have requested and are agreeable with transfer to Medical Center, and we are enclosing the CD ROM of his images."
health,Atherosclerotic coronary vascular disease with old myocardial infarction.
health,Patient will be seen again in my office in four weeks.
health,The patient is a 43-year-old male who was recently discharged from our care on the 1/13/06 when he presented for shortness of breath.
health,He has a past history of known hyperthyroidism since 1992 and a more recent history of atrial fibrillation and congestive cardiac failure with an ejection fraction of 20%-25%.
health,The main cause for his shortness of breath was believed to be due to atrial fibrillation secondary to hyperthyroidism in a setting with congestive cardiac failure.
health,"During his hospital stay, he was commenced on metoprolol for rate control, and given that he had atrial fibrillation, he was also started on warfarin, which his INR has been followed up by the Homeless Clinic."
health,"While in the hospital, it was also noted that he abused cigarettes and cocaine, and we advised strongly against this given the condition of his heart. It was also noted that he had elevated liver function tests, which an ultrasound was normal, but his hepatitis panel was pending. "
health,"The patient has also been attending the Homeless Clinic since discharge from the hospital, where he has been receiving quality care and they have been looking after every aspect of his health, including his hyperthyroidism"
health,"A Digoxin level has not been repeated since discharge, and we feel that this should be followed up. We have also increased his lisinopril to 5 mg daily, but the patient did not receive his script upon departing our clinic."
health,"The patient returns to our office today because of continued problems with her headaches. She was started on Zonegran on her last visit and she states that initially she titrated upto 100 mg q.h.s. Initially felt that the Zonegran helped, but then the pain in her head returned."
health,We made an appointment in endocrine clinic today for a counseling in terms of better diabetes control and she is responsible for trying to get her referral from her primary care physician to go for this consult.
health,There must be a Sample template for a normal male multisystem exam.
health,"The patient was oriented to time, place and person. The patient's judgment and insight appeared to be normal."
health,There must be a Sample template for a normal female multisystem exam.
